title,date,person,link,transcript
DeSantis Campaign Press Release - South Carolina Veterans Join Ron DeSantis' National Veterans Coalition as Leadership Chairs,2023-10-19T00:00:00+00:00,Ron DeSantis,/documents/desantis-campaign-press-release-south-carolina-veterans-join-ron-desantis-national,"
Ron DeSantis is launching his national Veterans Coalition today at an event in Anderson, South Carolina and veterans are lining up to join as leadership chairs for the Palmetto State.
TALLAHASSEE, Fla. – Ron DeSantis is launching his national Veterans Coalition today at an event in Anderson, South Carolina and veterans are lining up to join as leadership chairs for the Palmetto State. The coalition will include veterans from across the country and will share how DeSantis's military service and vision to reverse America's decline make him the best suited to serve as Commander-in-Chief.
Today's event hosted by the governor is the first of a series of ""Veterans for DeSantis"" events. The coalition launch follows the plan DeSantis released during the summer to rip the woke out of the military and restore it to ""mission first.""
""Ron DeSantis put on the uniform and he will put America's military back where it should be. We need to restore our military strength before it's too late and he's the only candidate that knows how to do that."" - Representative Micah Caskey, Captain, USMC (Ret.)
""I am deeply honored to support Governor Ron DeSantis for President. I know he understands what it means to serve, and that we must address lowering veteran suicide rates and safeguard veteran benefits. He is a veteran and public servant who has lived his life with honor and distinction."" - Representative Joe Bustos, Lieutenant Colonel, U.S. Army (Ret.)
""As a veteran, I shared some of the same experiences as Governor DeSantis. I know how those experiences shape you - they create a mission-first attitude and a sense of purpose greater than yourself. In Governor DeSantis, those experiences have created a leader who puts service to his nation over his own ambitions and ego. He will be a president who does what is right for all Americans, including those who vote for him and those who don't, because his duty is to be the best commander-in-chief for the entire United States of America."" - Councilman Marvin ""Le"" Flowers, Staff Sergeant, U.S. Air Force (Ret.)
South Carolina Veteran Coalition Leadership Chairs include:

Representative Joe Bustos, Lieutenant Colonel, U.S. Army (Ret.)
Neil Johnson, Petty Officer 2nd Class, U.S. Navy (Ret.)

Naval Nuclear Reactor Operator


Patrick Elswick, Corporal, USMC (Ret.)

Iraq War Veteran


Representative Micah Caskey, Captain, USMC (Ret.)

Afghanistan War Veteran


Councilman Marvin ""Le"" Flowers, Staff Sergeant, U.S. Air Force (Ret.)

Gulf War Veteran


Dr. Colin Edgerton, Lieutenant Colonel, U.S. Army

Bronze Star
Combat Medical Badge
Iraq War Veteran


Tom Hanton, Lieutenant Colonel, U.S. Air Force (Ret.)

Vietnam POW
Bronze Star
Operation Desert Sheild and Desert Storm
Gulf War Veteran


John Barron, Master Chief, U.S. Navy

Avionics Technician
Afghanistan Veteran
Iraq Veteran


Robert Wood, Sergeant, U.S. Air Force
Mike Stahl, Lieutenant Colonel, USMC
Doug Greenlaw, 1st Lieutenant, U.S. Army

Vietnam War Veteran
Two Purple Hearts
Two Bronze Stars
Silver Star


Darius Hall, Staff Sergeant, U.S. Air Force
John Shafer, Petty Officer 2nd Class, U.S. Navy
Ron Tamaccio, Colonel, U.S. Army (Ret.)
Matt Wavle, E-5 Sergeant, USMC
Larry Byers, Lieutenant Colonel, USMC
Shannon Grady, Petty Officer 3rd Class, U.S. Navy
William Bartlow, Corporal, USMC
Roy Jessup, Petty Officer 3rd Class, U.S. Navy
Sarah Shea, Commander, U.S. Navy (Ret.)

Ron DeSantis stands out as the only veteran on either side of the aisle in the 2024 presidential race. After watching the Twin Towers collapse in a terrorist attack on September 11, 2001, DeSantis felt called to serve. After graduating from Harvard Law School, he volunteered to join the US Navy and later volunteered to deploy to Iraq alongside SEAL Team One as a JAG officer. He was awarded the Bronze Star for his service.
Veterans interested in joining the coalition or learning more can do so by clicking here.
"
Scott Campaign Press Release - Tim Scott Responds: Biden Failed To Send Iran A Clear Forceful Message,2023-10-19T00:00:00+00:00,Tim Scott,/documents/scott-campaign-press-release-tim-scott-responds-biden-failed-send-iran-clear-forceful,"
""One of the things that we need from this President is clarity. [Biden] doesn't seem to be able to speak clearly."" – Tim Scott 
NEW YORK, NY – Tonight, Tim Scott joined Fox News on Hannity to react to President Biden's address to the nation on Israel and Ukraine. Tim slammed Biden's weakness on the world stage and called out mainstream media that was part of the Hamas propaganda machine.
WATCH HERE
Tim Scott: One of the things that we need from this President is clarity. He doesn't seem to be able to speak clearly. He gave a speech tonight, remember our ally Israel was bombed by a terrorist organization and tonight's speech focused more on Ukraine than it did on Israel. That's unbelievable. Number one. Number two, if we're going to send the kind of message that has strength in it, we need the Gerald R. Ford and the Sixth Fleet prepared in the Mediterranean as a deterrent telling Iran consequences are coming if you bomb Israel. ...
Tim Scott: They don't want to just eliminate Israel. Hamas' objective is to eliminate every single Jewish person on Earth and then attack Western democracy. There's a little Satan called Israel, and there's a big Satan called America. Any president of the United States who doesn't understand that cannot walk and chew gum at the same time. And that is, in my opinion, an abdication of responsibility, not to send a forceful clear message with consequences to Iran, who funnels money to Hamas and Hezbollah, and to push back in the West Bank against the Palestinian authority who canceled a meeting because they were able to disrespect the President of the United States because of his weakness.
"
DeSantis Campaign Press Release - ICYMI: SC State Senator Josh Kimbrell: DeSantis: Leading the Republican field in supporting Israel,2023-10-19T00:00:00+00:00,Ron DeSantis,/documents/desantis-campaign-press-release-icymi-sc-state-senator-josh-kimbrell-desantis-leading-the,"
Amidst a leadership vacuum, Ron DeSantis stepped up to show DC what leadership in action looks like.
DeSantis: Leading the Republican field in supporting IsraelSC Sen. Josh Kimbrell -- OpinionOctober 19, 2023Washington Times
Our greatest ally in the Middle East is under attack, and our ruling class has been in complete disarray. The House of Representatives hasn't had a Speaker for weeks. Pro-Hamas protests have popped up across the country. The Biden administration slow-walked its feet, rescuing Americans in danger. Now they're mulling sending aid to Gaza -- essentially flushing Hamas with cash -- while the Iranian-backed terrorists still hold American hostages.
The Establishment wasted no time in crafting an agenda to put Americans last.
But amidst a leadership vacuum, Ron DeSantis stepped up to show DC what leadership in action looks like. He signed an executive order to mobilize airlifts for the thousands of Americans trapped in Israel. While some like Adam Kinzinger mocked the action, just days later, Mr. DeSantis and his family greeted 270 Americans, 91 children and 4 dogs on a tarmac in Tampa, Florida. Ron DeSantis refused to sit on the sidelines and pulled ""DeSantis Airlines"" together to rescue the people he serves.
While the Biden administration floats aid proposals to Hamas, Mr. DeSantis was the first to demand that ""Biden should work with Israel to free all American and Israeli hostages, not shower Hamas with money."" Mr. DeSantis also looked forward, knowing the left would use this crisis as an excuse to import refugees with toxic, anti-American ideology, and led the Republican field standing in firm opposition to accepting refugees with ties to terrorists.
The U.S. absolutely should not absorb Gaza refugees. Neighboring Arab nations should open their borders to them instead, as Hamas rules Gaza, and there is no effective way to vet individuals who may be relocated from an area governed by a terrorist regime. Gaza teaches their children to hate America and prepares their kids to commit terrorist attacks against Jews and Christians.
Mr. DeSantis planted a flag in the ground to put Americans first. While every Republican presidential candidate should be willing to say exactly what Ron DeSantis said, Nikki Haley couldn't agree initially.
What did Nikki Haley have to say about Mr. DeSantis' protecting Americans through common-sense refugee policy? Ms. Haley sided with the mainstream media and wouldn't rule out taking Gaza refugees into the American heartland. She said that many of those in Palestine ""want to be free from this terrorist rule,"" ""America has always been sympathetic to the fact that you can separate civilians from terrorists,"" and ""that's what we have to do.""
Nikki Haley thinks she knows better than the American people because of her two years at the decidedly anti-Israel United Nations, but allowing Gaza refugees to be resettled in the United States is a clear national security threat. She had the chance to agree with Mr. DeSantis on a very straightforward America First policy and didn't take it.
Mr. DeSantis ripped her tepid response, leaving the door open for importing anti-American refugees saying that, ""She's trying to be politically correct. She's trying to please the media and people on the left, I don't care about that. I'm gonna speak the truth and let the chips fall where they may.""
Only after swift, severe backlash is Ms. Haley trying to walk back her position. The thing is: You don't get do-overs as president. When Ron DeSantis says something, he means it. He doesn't mince words. He leads and delivers. This is the kind of leadership we need in the next White House.
"
DeSantis Campaign Press Release - ICYMI: Ron DeSantis on the Brian Kilmeade Show,2023-10-18T00:00:00+00:00,Ron DeSantis,/documents/desantis-campaign-press-release-icymi-ron-desantis-the-brian-kilmeade-show,"
""They have a right to protect their people and they have a right to see this through.""
TALLAHASSEE, Fla. – Ron DeSantis joined Fox News Radio's Brian Kilmeade today on The Brian Kilmeade Show. The highlights are below.
Listen to the full interview HERE.
On the media's fake narrative about the Gaza hospital bombing:
You had media organizations jumping the gun, pursuing a narrative about this hospital, basically taking the word of Hamas for it that this was somehow an IDF strike on a hospital, when in fact, it was a rocket fired by Palestinian Islamic Jihad that misfired and hit the hospital. And so, the media ran with that, that stoked a lot of rage throughout the region, and it was false. So I think that shows Israel what they're up against because they obviously have to conduct operations to be able to eliminate Hamas and eliminate that threat once and for all. But they are going to be fighting in an environment where so much of the media is going to be arrayed against them, so much of the Intelligentsia, internationally, United Nations, all these different things. And it's just important that America stand with them, have moral clarity, and say you know what, they were the victims of this attack, they have a right to protect their people, and they have a right to see this through.
On taking on Donald Trump on the debate stage:
One, I think just the fact that he's been missing in action on so much of this stuff. He doesn't think he needs to go out and debate, and I don't think that that's what I'm seeing on the ground in Iowa and New Hampshire. I think those voters think you have to earn their vote. So I'm showing up, not only at debates, but I've done 80 of the 99 counties in Iowa. I'm going to do all 99. I'll be the only candidate to do that. And we're starting a big New Hampshire push with the town halls and everything. So that's really what you have to do. You know, on this issue, what we've seen here, you know, I've been leading on it. We lead on the refugees. Now every candidate's followed suit. We've led on planning the flag saying don't send aid to the Gaza Strip, all that's going to do is Hamas is going to commandeer that and they're going to use that. You seek the release of hostages and the unconditional defeat of Hamas. And that should be our focus, not sending money that they're going to be able to use. So we're really leading on these issues. I think the debate will show that we've been able to lead on these issues. And look, people are going to have to make a judgement. Now that we're getting closer, you are seeing more voters pay closer attention. And I think the question is, you know, we've got a win this election in 2024. I've got a great record of political success. But more importantly than that, we've got to deliver on all these things, Brian, we talk about it -- you know, this border, remember, that was Donald Trump's number one promise. And had he built the wall and have Mexico pay for it, Biden would not have been able to get away with all the nonsense he's done. So we've got to deliver. And I have a record of delivering on 100% of my promises as governor in a way that no governor has been able to do. And we'll do the same thing as President. That's what people want to see.
On why the US should not accept Gazan refugees:
The point that Brennan was trying to make, and then Nikki Haley tried to make it this weekend but she's backtracked, is that well, you know, you have some people with Hamas, but then you have others that are more interested in freedom and all this stuff. And that's actually not the question. Obviously, you wouldn't import a terrorist. But if you're importing people from Gaza that have been taught to hate Jews, that don't believe Israel has a right to exist, that that think that, you know, Israel needs to be destroyed, we're importing pathologies from that part of the world to our country. And that's not in the interest of the American people. The American people will not benefit from that. So, I've said absolutely not. Now, I agree with you. I think most Americans, Republicans, independents, and now even a lot of Democrats understand when you see some of these protests and these demonstrations in our own country -- when the blood wasn't even dry from these Israelis who were massacred over there, you had people taking to the streets praising Hamas, in defense of Hamas. How do we get to that point where that happened? So, I think people are like, we've really got to take seriously who's coming into our country. Yes, illegally across the border. But who are we intentionally importing with some of the things that have happened over the last many years? And so, that's the right decision. Now the elites, the elites don't care about the American people. They have their own agenda. So elite media and other elites in government, they would have a different view than me. But my view, I think, is what has support from broad cross sections of the American public.
On the Pro-Hamas protests at our nation's collegiate institutions:
It's unbelievable. You know, I joke with people. I say, on the campaign trail, I'm like, look, I'm one of the few people that have gone to Harvard and Yale and came out more conservative than when I went in. And that's not easy to do because of the leftist viewpoints. But I will say, as left as it was when I was going through that -- and I rejected it, and it kind of made me more conservative -- it's gotten a lot worse in the last couple of decades. I mean, it's gotten to the point, you know, I don't think after 9/11 you had protests on Ivy League campuses praising what had happened, praising the terrorists, or doing anything like that. Now, you have protesters praising brutal terrorists on those campuses, signing letters. And I think it's totally appropriate -- and indeed, these businesses should be doing that -- if they're students that are signing that in defense of Hamas, they get offers of employment rescinded, they get fired from internships, and all those other things. That's a no brainer. I mean, just imagine how Ivy League universities would respond or how they've responded in other situations. This one is one of the most egregious things you can imagine. And yet, they're so quiet with it. I will tell you this, though, Brian, in Florida, if you look at the statements that were put out by the University of Florida President, Florida State president, they came out very strongly against Hamas and very strongly in favor of Israel and our Jewish students. And I was proud to see that. We've worked really hard to get our universities away from being indoctrination centers and focusing on the classical mission of pursuing truth and preparing our kids to be citizens of the Republic. And I think you see it paying off in how they responded to this.
On how President DeSantis would reverse Biden's disastrous foreign policies:
The terrorism that has been fomented in the Middle East in the last 25 years, overwhelmingly, has been Iran. I mean, when I was in Iraq serving on active duty, there's a lot of attention on the Sunni jihadists, the al Qaeda in Iraq, and they were a force, but most of our own combat deaths at the time were from Iranian-funded militias, people that were directed by Soleimani. So they have a lot of American blood on their hands. They did the Beirut bombing on our Marines in '83. They funded Hezbollah on that. This is just what they do. So, what Biden needs to do, he needs to reverse his policies that have given sustenance to the regime, put them in a financial box -- that's one of the reasons I want to increase our energy production at home. Because when we're energy dominant, that's bad for Russia, Iran, China, and Venezuela. If you pursue a green New Deal in this country, just understand, you are benefiting Iran, you are benefiting Russia, you are benefiting China. So, reversing the nation's energy policy, being independent and dominant, I think is very important. But I think it's choking them off on that. And I do think getting a Saudi-Israeli peace deal, I think it's complicated now, given what's going on, but I think Biden dropped the ball on that. He could have done that in his first year. That creates the front of the Gulf Arab states, Israel, and the United States against Iran. It makes it harder for the Iranians to do what they want to do in the region when you have a united front.
"
DeSantis Campaign Press Release - DeSantis Campaign Launches Veterans for DeSantis,2023-10-18T00:00:00+00:00,Ron DeSantis,/documents/desantis-campaign-press-release-desantis-campaign-launches-veterans-for-desantis,"
DeSantis Would Be First Veteran to Serve in War Elected Since 1988 
Tallahasee, FL - Ron DeSantis, the only veteran in the race for president, launched his Veterans for DeSantis Coalition today. The coalition features a National Leadership Team as well as grassroots veterans from across the country who will share how DeSantis's military service and vision to reverse America's decline make him the best suited to serve as Commander-in-Chief.
The governor will hold the first of a series of ""Veterans for DeSantis"" events in Anderson, South Carolina on Thursday, October 19. The coalition launch follows the plan DeSantis released during the summer to rip the woke out of the military and restore it to ""mission first.""
DeSantis tapped Congressman Rich McCormick (R-GA), a decorated USMC and U.S. Navy veteran, to lead the Veterans for DeSantis National Leadership Team.
""We need a Commander-In-Chief who has worn the flag on his sleeve, and truly understands what it means to put service above self. We need a President with a track record of accomplishments, focused on tackling the challenges that plague our families and communities, and unapologetically committed to our conservative values. I am proud to endorse Governor DeSantis and serve on his National Leadership Team because he has proven himself to be a servant leader who never backs down from a fight. We can trust Ron DeSantis to lead, succeed, and always put the American people first."" - Congressman Richard McCormick, former Commander, U.S. Navy.
""Ron DeSantis was the smartest Naval Officer and one of the most selfless individuals with whom I ever served. I was his Commanding Officer in the Navy and now, I want him to be our commander-in-chief."" - Dan Bean, Captain, U.S. Navy
""In today's increasingly volatile world, America needs a strong leader who understands the gravity of this responsibility to each service-member, and this nation. As a veteran, who has served our nation in a combat zone, Ron DeSantis is ready to stand up and fight for this nation on day one."" - Florida State Senator Jay Collins, First Sergeant, U.S. Army
Veterans for DeSantis is the fourth coalition that the DeSantis campaign has launched to date, following Mamas for DeSantis, Law Enforcement for DeSantis, and DeSantis' Faith and Family Coalition.
Ron DeSantis stands out as the only veteran on either side of the aisle in the 2024 presidential race. After watching the Twin Towers collapse in a terrorist attack on September 11, 2001, DeSantis felt called to serve. After graduating from Harvard Law School, he volunteered to join the US Navy and later volunteered to deploy to Iraq alongside SEAL Team One as a JAG officer. He was awarded the Bronze Star for his service.
The full national leadership team is below. Click here for more information or to join the coalition.

National Chair: Congressman Rich McCormick, Commander, USMC and U.S. Navy

Afghanistan War Veteran


Aaron Poynton, Captain, U.S. Army

Special Operations


Charles Rainey, Rear Admiral, U.S. Navy (Ret.)

Iraq War Veteran


Cole Lyle, Corporal, USMC

Afghanistan War Veteran


Dan Bean, Captain, U.S. Navy (Ret.)

Served with the Governor in the Reserves as his Commanding Officer
Legion of Merit Recipient


Dan Green, Lt. Commander, U.S. Navy and Navy Reserves

Iraq War Veteran


David Kim, First Lieutenant, U.S. Army

Operation Just Cause Veteran -- Panama


Dennis Kenneally, Major General, U.S. Army (Ret.)

Vietnam War Veteran
Bronze Star


Kevin Lacz, Petty Officer First Class, U.S. Navy

Navy SEAL
Iraq War Veteran
Bronze Star


Latham Saddler, Lt. Commander, U.S. Navy

Iraq War Veteran
Afghanistan War Veteran


Orson Swindle, Lt. Colonel, USMC (Ret.)

Vietnam P.O.W.
Gold Star
Silver Star Meda
Two Bronze Stars
Two Purple Hearts


Garnett ""Sandy"" Clark, Captain, U.S. Navy (Ret.)

Vietnam War Veteran


Thom Shea, Petty Officer First Class, U.S. Navy

Silver Star
Navy SEAL


Tim Cruickshank, Lt. Commander, U.S. Navy (Ret.)

Bronze Star
SEAL Team Medic


Florida Speaker of the House Paul Renner, Commander, U.S. Navy

Gulf War Veteran
Afghanistan War Veteran


Florida State Senator Jay Collins, First Sergeant, U.S. Army (Ret.)

Green Beret
Purple Heart
Iraq War Veteran
Afghanistan War Veteran
Injured in combat, leg amputated in 2014 as a result, requalified, and served another 5 years on active duty


Indiana State Representative Chris Jeter, Commander, U.S. Navy

Iraq War Veteran
Attended Naval Officer Basic Training with Governor Ron DeSantis


Iowa House Majority Leader Matt Windschitl, Sergeant, USMC

Iraq War Veteran


New Hampshire Senator Regina Birdsell, Petty Officer First Class, U.S. Coast Guard
North Carolina State Representative Ken Fontenot, Captain, USMC

Pastor


South Carolina Representative Micah Caskey, Captain, USMC (Ret.)

Iraq War Veteran
Afghanistan War Veteran



Ron DeSantis was a member of the United States Navy. Use of his military rank, job titles and photographs in uniform does not imply endorsement by the Department of the Navy or the Department of Defense.
"
"Scott Campaign Press Release - FOX News: Tim Scott blasts media, 'The Squad' for becoming 'disgusting' extension of 'Hamas propaganda machine'",2023-10-18T00:00:00+00:00,Tim Scott,/documents/scott-campaign-press-release-fox-news-tim-scott-blasts-media-the-squad-for-becoming,"
FOX NewsAndrew Mark MillerOctober 18, 2023
""South Carolina Republican Sen. Tim Scott blasted media outlets for spreading Hamas' claim that an Israeli missile struck a Gaza hospital killing hundreds — which Israel has flatly denied — and called progressive members of the so-called Squad ""disgusting"" for spreading what he called 'propaganda.'
""'Frankly, I know we shouldn't expect more from the Squad, but The Squad becoming an extension of the Hamas propaganda machine, it is disgraceful, and it is costly,' the GOP presidential candidate told Fox News Digital by phone on Wednesday.
""'I think we should be very careful to allow it any daylight.'...
""'It's just disgusting, to be honest with you, I can't think of a clearer word,' Scott told Fox News Digital. 'Not only is it misinformed and wrongheaded, but it's deadly.'
""'This morning, I started thinking about the fact that now Israel's going to have to fight a war, a second war, but it is a war against information, and this could be the most dangerous war, because this war has real consequences, and we're seeing the consequences immediately taking the word of an evil, lying terrorist organization.'...
""'Hezbollah is mobilizing, there's been a specific and clear attempt led by Hamas to weaken Israel's standing, and when the media buys into that, it creates a misinformation war that could be more deadly than the actual physical war.'...
""'These are dangerous times, and part of that being led by members of Congress, having one flying the Palestinian flag the last time I checked in the halls of Congress, paid for by the American taxpayers,' Scott said, referring to the Palestinian flag hanging outside of Tlaib's office.
""'That's a dangerous mixed message to send right now.'""...
Read the full piece here.
"
Scott Campaign Press Release - Tim Scott: We Cannot Have Members Of Congress Being Propaganda Machines For Hamas,2023-10-18T00:00:00+00:00,Tim Scott,/documents/scott-campaign-press-release-tim-scott-we-cannot-have-members-congress-being-propaganda,"
NEW YORK, NY – Tonight, Tim Scott joined Fox News on Hannity to slam the silence of the Squad and mainstream media following their disgusting spread of false Hamas propaganda.
WATCH HERE
Sean Hannity: You saw Congresswoman Tlaib. You see the tweets of Congresswoman Omar. You see the media in this country. They were all racing to blame Israel with no evidence.
Tim Scott: Yes. Absolutely insane. One of the reasons why I spoke on the floor of the Senate today was to send a message. When they thought it was Israel who shot the rocket, they were all up in flames. Everybody was coming out against them. The media, the New York Times, AP, and the Squad. When they found out that maybe it wasn't, quiet as a church mouse. It's unbelievable how disgusting the reaction is when they think it's Israel. And then how amazingly quiet- No coverage. No denying. And frankly, I asked from the floor, delete the tweet. Delete the tweet.
We cannot have members of Congress being a part of the propaganda machine for Hamas. It's undeniably crazy. We deserve better.
Sean Hannity: Do you agree with me that the hundred million dollars that Joe promised to go to the Palestinians, do you agree with me, all that money's going straight to Hamas?
Tim Scott: Listen, one of the reasons why I'm leading legislation with Senator Ricketts is to stop sending money into Gaza until Israel cleans it out. You just can't do that. Money is fungible. The one thing that we know without any question, you send money, even if you have good intentions, the road to hell is paved with good intentions. Stop it. Let's not get involved there. Let's stand shoulder to shoulder and back to back with Israel. Give them the time to eliminate Hamas from the face of the planet before you do anything else.
"
Scott Campaign Press Release - Tim Scott Makes It Official In South Carolina,2023-10-17T00:00:00+00:00,Tim Scott,/documents/scott-campaign-press-release-tim-scott-makes-it-official-south-carolina,"
""I will say without any question, our job is to make sure the American Dream is alive and well for the next generation."" – Tim Scott
COLUMBIA, SC – On Monday, Tim Scott returned to his home state to officially file for the 2024 South Carolina presidential primary ballot. Tim was joined by an enthusiastic room of Midlands supporters as he made his candidacy official in Columbia, South Carolina.
At the event, Tim emphasized the value of American citizenship and the importance of securing the American Dream for future generations. He also responded to the ongoing war in Israel, declaring we must wipe Hamas off the map.
""The harder we work, the luckier we get,"" said Tim Scott. ""We continue to have a positive message, one anchored in conservative principles. We need a candidate who will restore hope, create opportunities, and unite our country. I thank God that I'm that candidate.""
Mary Green: SC Sen Tim Scott files with the SCGOP to appear on the ballot for SC's Feb. 24 Republican presidential primary — chants of ""Tim! Tim! Tim!"" broke out from supporters here to see it at Doc's BBQ in Columbia.
ABC Columbia: ""He will bring our country together. He will do much to heal the racial divides because he's seen what can happen, and the potential and positiveness that can grow. And he's a man of faith and that's very important to me,"" said a Lexington voter.
Chizi Owiriwa, a graduate of the University of South Carolina, says he initially backed Nikki Haley, but is now all in for Scott.
""His persona is really good. He knows how to take charge. He knows how to fight for people. He knows how to be a voice for the generation. He's a proud South Carolinian. He's a person of faith and that's what we need in these times,"" Owiriwa said.
"
Scott Campaign Press Release - Tim Scott: Hamas' Objective Is To Eliminate Every Jew,2023-10-17T00:00:00+00:00,Tim Scott,/documents/scott-campaign-press-release-tim-scott-hamas-objective-eliminate-every-jew,"
WASHINGTON, DC – Today, Tim Scott joined The Lead with Jake Tapper to denounce the atrocities conducted by Hamas on the Israeli people. Tim condemned growing anti-Semitism and supported the effort to wipe out Hamas.
WATCH HERE
Jake Tapper: So let's talk about the conflict in the Middle East. We're still learning more about the cause of this hospital blast. It's believed to have killed hundreds of people in Gaza. If you were president of the United States right now, how do you think you would be handling this crisis?
Tim Scott: Well, the first thing you do is make sure that there's no daylight between America and Israel. I would say standing shoulder to shoulder and back to back with no daylight is so important. And what we saw is an atrocity that just makes your heart sick. Evil brought upon the Jewish people in Israel with Hamas' objective to eliminate Jews on earth, not just Israel, but everywhere. There are 6 million in America. We've seen anti-Semitism continue to grow. We have a lot of work to do. One of the ways that we help is to make sure that we support Prime Minister Netanyahu's efforts in wiping Hamas off the map. I'm thankful for the way that he has started the process, which is to send the signal into Gaza to get out. Being very specific gives civilians an access opportunity. A way out is something that was not afforded to the people of Israel.
"
"Scott Campaign Press Release - Scott: Foreign Nationals On A Visa Supporting Terrorism ""Should Be Sent Back To Their Country""",2023-10-16T00:00:00+00:00,Tim Scott,/documents/scott-campaign-press-release-scott-foreign-nationals-visa-supporting-terrorism-should-be,"
""Anyone who stands up and who says they want to kill Jews, they support terrorism. They should have that visa revoked."" – Tim Scott 
COLUMBIA, SC – Tim Scott joined The Sean Hannity Show today to strongly condemn the anti-Israel demonstrations taking place on college campuses across the country. Tim also outlined the need to revoke visas for foreign nationals who support terrorism. He reaffirmed the United States' obligation to stand with Israel and eliminate the existential threat posed by Hamas.
Earlier today, Tim was joined by Midlands voters as he officially filed for the 2024 South Carolina presidential primary ballot.
LISTEN HERE
Sean Hannity: I wish it wasn't happening. I can wish all day. I wish there wasn't evil in the world, but we both know that there is. We've seen the images. I guess one of the most shocking things to come out post this was what was happening on Friday, and that is these massive protests. I'm sure you saw the images in Times Square, it looked like New Year's Eve, and, you know, people without the moral clarity to see that Israel was the victim of a terror attack. And you know, all these people died, over 1,300 Israelis. If you compare their population to ours, it would be the equivalent of 38,000. And people support Hamas. I'm having a hard time wrapping my mind around that Senator.
Sen Scott: Sean, I gotta tell you, it was devastating to see people in our own country marching and celebrating an absolute terrorist organization for the annihilation of our Jewish brothers and sisters. Hamas wants to wipe Israel off the map, but they don't stop there. There are two more steps. The second step is to eliminate all Jews anywhere on the planet, and the third is to compromise and then destroy Western democracies. And I gotta tell you, if any of those students on college campuses are foreign nationals on a visa, they should be sent back to their country. Anyone who stands up and who says they want to kill Jews, they support terrorism. They should have that visa revoked....
I'll tell you, I think we have, we're living in an alternate universe where the radical Left continues to sow seeds of division and polarization, and they want to have a story about the oppressor and the oppressed. We've seen that. I've said this so many times, Sean, the fact is that the radical Left will use anybody, any group, any issue to hold onto their power. Here at home, they want to divide America on racial lines and on class lines and globally, they want to put people in positions of being the oppressor, and they come to the defense of the oppressed, no matter how inconsistent with human history that story actually is. And that's exactly what they're doing. This is where the indoctrination of our young people versus the education of our young people is so important. We have to stop indoctrinating college students and high school students that America is evil, or that Western democracies are somehow oppressors.
"
"Scott Campaign Press Release - ""Not On My Watch"": Tim Scott Rejects Accepting Gaza Refugees, Calls Out Republicans Open To It",2023-10-16T00:00:00+00:00,Tim Scott,/documents/scott-campaign-press-release-not-my-watch-tim-scott-rejects-accepting-gaza-refugees-calls,"
""How do we make sure that our nation remains the greatest nation on God's green Earth if we have no ability to discern who's coming in our country?"" – Tim Scott 
WASHINGTON, DC – Today, Tim Scott joined a foreign policy and national security conversation hosted by Georgetown's Institute of Politics and Public Service. During the discussion, Tim disagreed with other GOP presidential candidates who considered accepting Gaza refugees amidst Hamas' ongoing terrorist attacks on Israel.
LISTEN HERE
Meg Kinnard: Florida Governor Ron DeSantis yesterday said the U.S. shouldn't take in anyone from Gaza, calling them all anti-Semitic. What's your reaction to those comments?
Tim Scott: Well, I don't know that they're all anti-Semitic without any question. They are Semites. But I don't think that they're all anti-Semitic. I just can't tell you who's who. And part of the challenge that we have from a refugee perspective is coming to a conclusion: who's safe to bring in, who's not safe to bring in? If you cannot make that decision, and I cannot make that decision as Commander-in-Chief, I would not be able to in the midst of this conflict. So I would say we're not bringing anyone. No refugees in from Gaza, period. I think that's the right decision, not because I think they're all anti-Semitic, but I can't tell the difference. And I do know that the majority of the Palestinians support Hamas based on all the latest polling that I've seen since 2021. So the truth is, if I can't figure out who you are, you can't come in the country. There are other candidates, Nikki Haley has come to a different decision than Ron DeSantis. She believes that it's permissible, it appears, to allow folks in. That's a moderate part of the Republican Party.
Meg Kinnard: No, she said that there is a way to ascertain.
Tim Scott: Yeah. How?
Meg Kinnard: That's what she said.
Tim Scott: Yeah. I just wanna know how? ... So the truth of the matter is that when you think about these policy positions, the one thing we have to ask ourselves is how does this impact everyday Americans? How do we make sure that our nation remains the greatest nation on God's green Earth if we have no ability to discern who's coming in our country? I can't figure that out. If I can't figure that out as Commander-in-Chief, I have a responsibility to take a leap back and say, ""not on my watch.""
Our nation is just too important for me to make bad decisions under pressure because I want to be popular. That doesn't work for me. And the best thing we can do as we say it in the South, is hold up, hold up, hold up until we get it right. And in my opinion, you can't get there from here. Therefore, not having any of the refugees come into our country is the right decision. And by the way, Iran has lots of room, they have lots of funds and they have a lot of culpability. Other countries can handle in the Middle East the challenges that we're seeing.
Meg Kinnard: Okay. So essentially for this point in time, that's not something that the U.S. should be, in your perspective as Commander-in-Chief, the U.S. shouldn't be involved with anybody from the region?
Tim Scott: Correct. From a refugee standpoint, correct. Correct.
"
