title,date,person,link,transcript
Bennet Campaign Press Release - Bennet for America Makes First TV Buy in New Hampshire With Ad Showing How Michael Bennet Is the Opposite of Trump,2019-12-27T00:00:00+00:00,Michael Bennet,/documents/bennet-campaign-press-release-bennet-for-america-makes-first-tv-buy-new-hampshire-with-ad,"
MANCHESTER, NH — Bennet for America today launched its first television ad in New Hampshire as part of its integrated strategy to introduce Michael Bennet to the voters who are just now tuning into the race. The ad — ""Opposite of Trump"" — makes clear why Bennet is the best person to beat Donald Trump and lead the country forward.
Last week, the campaign announced it needs to raise $700,000 by January 16th to have the resources to compete in New Hampshire, including for the launch of this ad. Today, it made public that because it has hit $165,000 of its goal, it is immediately investing $60,000 in a week-long TV buy in the Granite State and an expanded digital campaign. The campaign will increase its ad buy over the coming weeks as it continues to raise, and intends to reach a six-figure buy.
""Voters are asking one question in this election: Who can beat Donald Trump?"" said Bennet for America spokesperson Shannon Beckham. ""To beat Trump, we need the opposite of Trump, and Michael represents that in every way. People who are exhausted by the daily circus in the White House are looking for a candidate who will return things back to normal and start to make progress for their families. When Granite Staters meet Michael, they walk away believing he is the leader we need to make that change, and this ad will ensure even more people see why he is the best candidate to take on Trump.""
Earlier this month, Bennet announced his commitment to hold 50 town halls in New Hampshire during the final 10 weeks before the First in the Nation primary. With his tally at 21 town halls since then, Bennet is now tied for #1 among Democrats in New Hampshire Public Radio's tracker of events. Bennet will return to the Granite State for a seven-day trip starting December 30, including hosting the first event of 2020 at 12:01 AM on January 1st. The campaign has also announced new endorsements, including Paul LeBlanc, president of Southern New Hampshire University (SNHU), and State Reps. Joyce Fulweiler and Marjorie Smith.
Watch the ad here.
Read a transcript of the ad below.
To beat Donald Trump, we need the opposite of Donald Trump. That's what I am.
Trump has divided our country like no other president. I'll unite the country, and we'll fix it together.
Trump's the first president to take health care away from millions. I have a plan to cover everyone in three years and lower costs, without bankrupting the system.
Trump is a pathological liar. I'll tell you the truth, even when it's hard.
Trump doesn't care about your kids or mine. Every decision I make is for the kids I served as superintendent of the Denver Public Schools. I'll wake up every morning thinking about you and your family, and how to make your lives better.
So if you want a president who's focused on the next generation, and not just the next tweet, then give me a look. I'm Michael Bennet, and I'm running for president.
"
Sanders Campaign Press Release - New Hampshire's Highest Ranking Democrat Andru Volinsky Endorses Bernie Sanders for President,2019-12-27T00:00:00+00:00,Bernie Sanders,/documents/sanders-campaign-press-release-new-hampshires-highest-ranking-democrat-andru-volinsky,"
MANCHESTER, N.H. – Executive Councilor Andru Volinsky of New Hampshire's 2nd District — the highest-ranking elected state Democratic leader and a progressive beacon in New Hampshire politics — is endorsing Sen. Bernie Sanders for president. Volinksy will share the announcement with voters today at a town hall in Lebanon alongside Senator Sanders, part of Sanders' three-day End Corporate Greed Tour in New Hampshire.
Like Sen. Sanders, Volinsky has demonstrated a lifelong commitment to public service and defending against injustice — from fighting to save the pensions of New Hampshire's public sector union workers to returning over $100 million in overpaid healthcare premiums back to New Hampshire's cities and towns. Volinsky has proven to be a consistent advocate for New Hampshire's schools and property taxpayers for decades, having led the Claremont School Suit legal team that overturned the unfair way that New Hampshire funds its schools. As an attorney, Volinsky has represented victims of workplace discrimination and people injured by big corporations, and has defended against the death penalty throughout the South and before the US Supreme Court.
""The people of New Hampshire, and across our nation, deserve a president who will put working families first. We need a president who will stand with the people as we face the major issues of our time, from confronting climate change with the Green New Deal to making sure no family is left behind by leading on Medicare for All,"" said Executive Councilor Andru Volinsky. ""I believe this election requires a movement; a powerful culmination of honest conversations between people that unite our shared values in the face of overwhelming division stoked by Donald Trump, Chris Sununu, and their acolytes. That is why I am proud to endorse Bernie Sanders for president, because Bernie stands with the people. He knows this election is not about him. It's about all of us.""
Volinsky is currently a Democratic candidate for governor in New Hampshire, focusing his campaign on education, climate action, healthcare reform, and addressing income inequality.
"
Yang Campaign Press Release - Actor Steven Yeun Endorses Andrew Yang for President,2019-12-26T00:00:00+00:00,Andrew Yang,/documents/yang-campaign-press-release-actor-steven-yeun-endorses-andrew-yang-for-president,"
Today, actor Steven Yeun endorsed Andrew Yang for president. Best known for his starring roles in The Walking Dead and Burning, Yeun and his family immigrated from South Korea to the United States when he was young, where he was raised in Troy, Michigan and went to school at Kalamazoo College.
""After meeting and speaking with Andrew Yang several times, I didn't see a traditional politician. I saw a real human being who is authentic and genuinely cares deeply about everyday people and our country. I think he is rising to the challenge of a new world and he's uniquely thinking about the future and the life we will leave for our children and further generations,"" said Steven Yeun.
""We're thrilled and honored to have Steven become a part of the constantly growing Yang Gang. His story is a true testament to the American Dream that immigrants from around the world come to this country to pursue. Beyond his personal success as an actor, it's his humility and kindness toward others that really align with the Humanity First values of our campaign, the same values that continue to power the momentum of our campaign as we head into 2020. Evelyn and I also love watching The Walking Dead, so Steven's support is exciting in many ways,"" said Andrew Yang.
The high-profile endorsement today follows Andrew Yang's commanding debate performance at the sixth Democratic primary debate in Los Angeles. In the day after the debate, the campaign raised $750,000 from 20,000 donations, a third of which came from new donors. The impressive haul adds to the over 350,000 grassroots donors to the Yang campaign, the vast majority of whom are small-dollar donors.
"
Trump Campaign Statement - Merry Christmas from the Trump Campaign,2019-12-25T00:00:00+00:00,Donald J. Trump,/documents/trump-campaign-statement-merry-christmas-from-the-trump-campaign,"
In celebration of Christmas Day, Lara Trump, Senior Advisor to Donald J. Trump for President, Inc., released the following statement:
""Today, as we celebrate the birth of our Savior, I want to offer all Americans the most heartfelt Christmas wishes on behalf of the entire Trump family and the Trump Campaign. We hope the spirit of this season is stronger than ever in your hearts and in your homes. May you enjoy a day filled with peace, love, and joy as we wish you and your loved ones a very Merry Christmas!""
"
Bloomberg Campaign Press Release - California Democratic Party Executive Director Chris Masami Myers Joins Mike Bloomberg 2020 as California State Director,2019-12-24T00:00:00+00:00,Michael Bloomberg,/documents/bloomberg-campaign-press-release-california-democratic-party-executive-director-chris,"
SACRAMENTO, CA – Mike Bloomberg 2020 announced today that Chris Masami Myers will join the campaign as California State Director. Chris joins the team after serving as Executive Director of the California Democratic Party, a position he's held since December 2018. He was previously Executive Director of the California Democratic Party from 2015-2017, overseeing the 2016 presidential primary, and has also worked as Research Director and Managing Director of the state Party. In July of 2017, Chris was appointed by Governor Jerry Brown as Chief Deputy Director of the California Workplace Development Board.
""There is simply no one in California today who can rival Chris' knowledge of our state's politics and nominating process. We are incredibly lucky to have Chris lead our efforts in California, where one in nine national delegates are up for grabs on Super Tuesday,"" said Kyle Layman, California Senior Advisor for Mike Bloomberg 2020. ""We are building the strongest state operation in California primary history, and I'm proud to welcome him to our team.""
Mike Bloomberg 2020 has hired now more than 200 initial hires in more than 20 states across the country with more to come. In California, the state with the most delegates, the campaign has already hired more than two dozen staffers, less than four weeks from the campaign's launch. These staffers are deployed across the Golden State, and the campaign will further expand its footprint in California in the months ahead of Super Tuesday.
""I am incredibly proud of the work we have done to build a more inclusive and robust California Democratic Party – and I know that the foundation we laid will serve California Democrats for years to come,"" said Chris Masami Myers. ""Despite California's diversity and its impact on our national conversation, past presidential campaigns have taken us for granted. Mike is the candidate that Democrats need to beat Donald Trump in November, and I'm proud to join a campaign that reflects our values and that will take Mike Bloomberg's message to every corner of California.""
"
"Bennet Campaign Press Release - Bennet Unveils Principles to Guide Trade and Agriculture Policy, Announces Support for USMCA",2019-12-23T00:00:00+00:00,Michael Bennet,/documents/bennet-campaign-press-release-bennet-unveils-principles-guide-trade-and-agriculture-policy,"
DES MOINES — As the Senate prepares to vote on the United States-Mexico-Canada Agreement (USMCA), Michael Bennet today unveiled the principles, facts, and policies he will use to guide his approach to agriculture and trade in the White House.
After years of uncertainty caused by President Trump's reckless trade war, Bennet's approach is designed to secure a stronger future for farmers, businesses, workers, and consumers and restore America's economic leadership around the world. His proposals include the creation of a first-of-its-kind Trade Opportunity Fund to help workers take advantage of the opportunities from trade agreements and provide community-level and individual support targeted to places that need it most.
""Globalization is going to shape the American economy in the 21st century whether we want it to or not. Farmers understand that better than anyone,"" Bennet said. ""Unlike President Trump, who has harmed farmers, businesses, and workers with his reckless trade war, I will take the long view to strategically grow markets and restore America's economic leadership around the world. I'll also make investments in rural communities most affected by trade, and start to close the rural-urban divide to stitch our country back together again.""
Bennet also announced his intention to support the USMCA.
""Trump's reckless trade war created uncertainty for farmers in Iowa and around the country. The updated USMCA will give them something they can rely on,"" Bennet said of the USMCA. ""It will bring our trade policies into the 21st century and boost labor and environmental standards in North America. Workers were clearly at the table during these negotiations, and I plan to vote for the deal.""
Bennet has served on the Senate Committee on Agriculture, Nutrition, and Forestry for the last decade, where he has led efforts to create certainty for farmers, open up new export markets, boost rural economies, write and pass two Farm Bills, and most recently push back on the Trump Administration's reckless trade policies. He also serves on the Senate Committee on Finance, which has jurisdiction over trade agreements.
A Bennet administration will:

End Trump's brinkmanship and reckless trade war that has cost our farmers and ranchers money, wasted their time, and closed the door to overseas markets;
Create a new Trade Opportunity Fund, with 20% of the benefits of any trade deal, to help workers take advantage of the opportunities from that trade agreement and provide community-level and individual support targeted to places that need it most;
Marshal our allies and trading partners to collectively push back on China's mercantilist trading practices;
Provide more support for workers and communities by investing $500 billion in the 70% of Americans who do not go to a four-year college and helping economies transition;
Address regional, local, and industry—not just national—effects of trade; and
Include enforceable labor and environmental standards at the core of all trade agreements.

AGRICULTURAL AND TRADE PRINCIPLES
After his appointment to the Senate in 2009, the first committee Michael Bennet requested to serve on was the Senate Committee on Agriculture, Nutrition, and Forestry. Over the last decade, Bennet has led efforts to create certainty for farmers, open up new export markets, boost rural economies, write and pass two Farm Bills, and most recently push back on the Trump Administration's reckless trade policies.
The following principles, facts, and policies will guide the Bennet Administration's approach to agriculture and trade to secure a stronger future for farmers, businesses, workers, and consumers and restore America's economic leadership around the world.
PRINCIPLES
ONE WAY OR ANOTHER, GLOBALIZATION WILL SHAPE THE 21ST CENTURY ECONOMY.
As president, Bennet will use trade agreements to shape global practices to intentionally benefit American farmers, businesses, workers, and consumers.
ALTHOUGH TRADE HAS BEEN AN OVERALL BOON TO THE AMERICAN ECONOMY, IT HAS COME WITH COSTS TO CERTAIN REGIONS.
For too long, we've failed to acknowledge and adequately address the costs to vulnerable communities and workers.
DEMOCRATS CANNOT BE AN ANTI-TRADE PARTY.
Simply offering a list of grievances will not improve global trade practices or create opportunity for working Americans. We need to lead the work of lifting up standards for trade around the world and opening up export opportunities for American farmers, businesses, and workers. In this way, we can better distribute the benefits of trade.
THE AGRICULTURAL WORKERS WHO DRIVE AMERICA'S RURAL ECONOMY MERIT TOP CONSIDERATION IN FUTURE TRADE AGREEMENTS.
Roughly half the soy and wheat grown in this country, and a quarter of the pork produced in Iowa, is sold in overseas markets. Finding new, fast-growing overseas markets to sell products into is vital for the growth of family farmers and ranchers. It is also vital to the 1.2 million jobs sustained by agricultural exports, including jobs in sales, manufacturing, and transportation in rural areas across the country. However, President Trump's trade war has cost U.S. GDP $134 billion to date, exposed farmers and ranchers to retaliation, and sacrificed overseas markets in Asia to foreign competitors like Brazil, New Zealand, and Australia. As president, Bennet will work with our allies to expand agricultural opportunities overseas—not limit them or sacrifice them to other producers.
TRADE AGREEMENTS THAT STRENGTHEN ECONOMIC BONDS WITH ALLIES AND TRADING PARTNERS CAN LIFT GLOBAL STANDARDS ON WORKERS' RIGHTS, ENVIRONMENTAL PROTECTION, FOOD SAFETY, AND FAIR BUSINESS PRACTICES.
Those rising standards ensure American workers and businesses can compete on a level playing field. Any trade agreement Bennet signs as president will include high and enforceable labor and environmental standards, as well as standards to crack down on unfair competition.
FACTS
TRADE HAS LIFTED AMERICAN GROWTH AND INCOMES.
From 1950 to 2016, trade added $2.1 trillion to the American economy—an average of about $18,000 per household and $7,000 per person. Those averages are not evenly distributed, and some Americans have been harmed by trade. We must address this dislocation, but we cannot ignore the benefits trade brings to our economy.
95% OF THE WORLD'S CONSUMERS LIVE OUTSIDE OF THE UNITED STATES, AND THE FASTEST-GROWING DEVELOPING MARKETS ARE OVERSEAS.
American farmers, businesses, and workers benefit from being able to sell into these fast-growing markets.
EXPORT-DRIVEN JOBS PAY ABOVE-AVERAGE WAGES.
Jobs supported by exports are estimated to pay up to 18% more than non-export jobs.
FARMERS AND RANCHERS NEED TO GROW EXPORTS TO GROW THEIR BUSINESSES.
Net farm incomes are down over 30% since 2013, driven in part by President Trump's reckless trade war and failure to secure the certainty that our farmers and ranchers need to grow their businesses. In 2018, American producers exported $140 billion of American-made agricultural products, but since the start of the Trump Administration, American agricultural exports have effectively flatlined.
NEARLY HALF OF OUR IMPORTS MAKE AMERICAN FARMS, RANCHES, AND BUSINESSES MORE COMPETITIVE.
45% of American imports are inputs into other products that are made in America, helping our farms, ranches, and businesses stay competitive in a global economy. Not only have farmers and ranchers been exposed to retaliation on these products, but the cost of imports like fertilizer and farm equipment have risen too.
THE OTHER HALF OF IMPORTS LOWER THE COST OF LIVING, ESPECIALLY FOR THE POOREST AMERICANS.
Reductions in tariffs and expansions of trade have lowered the cost of consumer goods in particular, increasing the purchasing power of all Americans but especially lower-income Americans. On the other hand, increases in tariffs reduce Americans' incomes and disproportionately harm the lowest-income Americans. Tariff increases also harm growth and productivity and lead to more unemployment and higher inequality.
FOR TOO LONG, THE ECONOMY-WIDE BENEFITS OF INCREASED TRADE RESULTED IN IGNORING THE COMMUNITIES AND WORKERS THAT HAVE BEEN DISPROPORTIONATELY HARMED BY TRADE.
Some communities and workers—particularly the nearly 70% without a four-year college degree and regions with high shares of manufacturing employment—have been disproportionately harmed by trade in recent decades.
INCREASED TRADE IS A DEVELOPMENT TOOL.
Trade with developing countries can lift billions of people out of deep poverty and build a global middle class that will continue to grow as a market for Made-in-America products and services. Expanding trade also raises labor standards and reduces pollution as other countries import cleaner technologies and improve their labor practices.
SURVEYS OF AMERICANS FIND STRONG, BIPARTISAN SUPPORT FOR INCREASING TRADE.
That support has grown as Americans have seen the consequences of President Trump's reckless and nonstrategic trade war, with three-quarters of Independents and Democrats and a majority of Republicans registering as pro-trade in a recent survey.
POLICIES
The Bennet Administration will:
END TRUMP'S BRINKMANSHIP THAT HARMS OUR FARMERS, BUSINESSES, WORKERS, AND CONSUMERS.
The Bennet Administration will end President Trump's reckless trade war that has cost our farmers and ranchers money, wasted their time, and closed the door to overseas markets.
Retaliatory tariffs have crushed soybean and pork exports to China, increased costs for farmers buying fertilizer and equipment, and shut down access to overseas markets—allowing foreign competitors like Brazil to gain a permanent foothold to sell products like soybeans in the region. Agricultural exports are projected to decline by $4.5 billion in 2019, in part due to Trump's trade war. Rising input costs and retaliatory tariffs contributed to a 16% decrease in farm incomes between 2017 and 2018.
Tariffs also cost American households more than $400 in 2018, and are projected to cost double that amount in 2019—more than offsetting the small benefits from the Trump tax cuts for the typical family.
The trade war has recklessly damaged relationships with our allies, undermining efforts to coordinate pressure against China and other bad actors.
Rather than slapping tariffs on our allies and exposing our farmers and ranchers to retaliation, the Bennet Administration will do the hard work of building global coalitions to pressure bad actors while maintaining and opening up new agriculture markets.
CREATE A NEW TRADE OPPORTUNITY FUND TO SUPPORT WORKERS AND COMMUNITIES AS PART OF TRADE AGREEMENTS.
Trade agreements should be accompanied by targeted support for workers and communities to ensure they benefit from the agreement, especially workers without a four-year college degree. Every trade agreement Bennet signs as president will set aside 20% of the benefits, as projected by the International Trade Commission (ITC), to create a Trade Opportunity Fund. These funds will help workers take advantage of the opportunities from that trade agreement and provide community-level and individual support targeted to places that need it most.
The Bennet Administration will empower labor unions, state and local leaders, small businesses, farmers, and trade economists to make recommendations for how best to channel the Trade Opportunity Fund to take advantage of the trade agreement. Together, we will provide targeted assistance to support workers and communities who could face increased competition due to the agreement.
MARSHAL OUR ALLIES AND TRADING PARTNERS TO COLLECTIVELY PUSH BACK ON CHINA'S MERCANTILIST TRADING PRACTICES.
China competes unfairly in ways that disadvantage American farmers, businesses, workers, and consumers. We should not cede to China writing the rules for trade in the Asia-Pacific region as President Trump has done. We should work with partners to set the rules of the road on our terms. Russia, Iran, and North Korea stand to benefit from China's approach to trade, but many more countries share our interests. The only way to apply enough pressure on China to change its behavior is to work in concert with our allies and trading partners. Instead, President Trump has chosen a go-it-alone strategy, in which he launched a reckless and nonstrategic trade war—using our farmers and ranchers as collateral—and alienated our allies and other countries who should be making common cause with the United States to crack down on China's unfair practices.
As president, Bennet will marshal our allies and trading partners around the world to collectively push back on China's mercantilist trading practices. This includes cracking down on China's unfair subsidies of their domestic producers and state-owned enterprises; theft of intellectual property; inappropriate and coercive barriers to selling or operating in China; and economic espionage.
PROVIDE MORE SUPPORT FOR WORKERS AND COMMUNITIES.
Even outside the context of trade agreements, we need to do much more to support workers attaining the skills they need to earn a living wage, not just the minimum wage. Bennet's Plan to Reward Hard Work invests $500 billion in the 70% of Americans without a four-year college degree; prevents and fights recessions, which hurt workers living paycheck to paycheck the most; and helps communities facing an economic transition—whether driven by trade or for any other reason. These are all essential policies for the United States to effectively take advantage of trade.
ADDRESS REGIONAL, LOCAL, AND INDUSTRY—NOT JUST NATIONAL—EFFECTS OF TRADE.
We should focus on local and regional effects of trade and trade agreements and do much more to help communities, workers, and industries who are at risk of missing out on opportunities from increased trade. The Bennet Administration will ensure that the ITC analysis fully assesses the regional, local, and industry-level benefits and costs of a trade agreement, as opposed to just the national impact.
INCLUDE ENFORCEABLE LABOR AND ENVIRONMENTAL STANDARDS AT THE CORE OF TRADE AGREEMENTS.
The Bennet Administration will insist we include strong and enforceable labor and environment standards at the core of any trade agreement. A strong inspections regime will increase our ability to ensure other countries are abiding by their agreed-upon standards, and act on enforcement more quickly without other countries standing in the way of the dispute resolution process. These standards will lift up other countries' practices so they cannot undercut American workers and businesses by mistreating or underpaying their workers or by shirking their obligations to a clean environment.
"
Biden Campaign Press Release - California Congressman and BOLD PAC Chair Tony Cárdenas Throws Support Behind Joe Biden,2019-12-23T00:00:00+00:00,Joseph R. Biden,/documents/biden-campaign-press-release-california-congressman-and-bold-pac-chair-tony-cardenas,"
Cárdenas becomes fifth Congressional Hispanic Caucus member to endorse Biden
Biden leads Democratic Presidential field in CHC endorsements
Los Angeles, California — Today, Congressman Tony Cárdenas (CA-29), a member of the Congressional Hispanic Caucus and BOLD PAC Chair, released the following statement endorsing Joe Biden for President of the United States:
""I was raised by hard-working immigrant parents who taught me that the simple ideals of integrity and dedication are the keys to success. Those same principles have guided me as I have worked hard in Congress for Californians. And, I believe honor, fairness, and dedication are paramount to creating unity and restoring the soul of our nation.
""Joe Biden has dedicated his life to public service— he is relentless in his commitment to improving the lives of working families. Joe Biden will be the President to help bring stability back to our country. Joe Biden will deliver bipartisan leadership, secure our international relationships, and make sure our economy provides for the safety and welfare of all Americans. He will bring integrity and respect back to the office of the President of the United States. I am proud to endorse Joe Biden for President.""
Congressman Tony Cárdenas is the 24th Member of Congress and the fifth member of the Congressional Hispanic Caucus to endorse Joe Biden. Congressman Cárdenas joins the list of high profile endorsers that Joe Biden has previously earned in California, including Senator Diane Feinstein, Congressman Lou Correa, and Los Angeles County Supervisor and former Secretary of Labor Hilda Solis. Moreover, this endorsement speaks to the campaign's success with building the broadest, most diverse coalition and expanding support among the Latino community.
Biden for President has previously announced more than 1,000 endorsements from national, state, and local leaders, including current and former U.S. senators and representatives, governors, state elected officials, community leaders, and national security professionals.
"
Biden Campaign Press Release - Linn County Supervisor Brent Oleson Endorses Joe Biden for President,2019-12-23T00:00:00+00:00,Joseph R. Biden,/documents/biden-campaign-press-release-linn-county-supervisor-brent-oleson-endorses-joe-biden-for,"
Des Moines, Iowa — Today, Brent Oleson — a Linn County Supervisor — endorsed Joe Biden for President. Oleson, a former supporter of Congressman Beto O'Rourke, announced his endorsement of Vice President Biden by citing his experience, plan to build on Obamacare, and unique ability to restore integrity to the Oval Office.
""As the father of two teenagers, I asked them what they wanted in a president as we approach the Iowa Caucuses. More than anything, we want a president we can be proud of again,"" said Linn County Supervisor Brent Oleson of Marion. ""We want a leader who can unite our country to address the real and complex issues facing us — from climate change and renewable energy to affordable health care and national security. Vice President Joe Biden has a proven record of accomplishment and leadership on these issues. Joe has brought people together to solve problems and find solutions — and he's a respected statesman that can, on day one, restore America's standing in the world after years of Donald Trump's reckless foreign policy. In February, I plan on going to my Iowa Caucus site with my two children to support Joe Biden for president, because their future and dreams for our country depends on it.""
Biden for President has announced more than 185 Iowa endorsements — including a major slate of 25 endorsements last week. Recently, Vice President Biden also earned support from the Mayor-elect of Davenport and the former President of the Iowa State Education Association.
"
Bloomberg Campaign Press Release - Bloomberg 2020 Campaign Launches 'We Can't Let Trump Win' Website Featuring a Powerful Video Reminding Democrats What's at Stake in the 2020 Election,2019-12-23T00:00:00+00:00,Michael Bloomberg,/documents/bloomberg-campaign-press-release-bloomberg-2020-campaign-launches-we-cant-let-trump-win,"
Mike Bloomberg is leading a national campaign to defeat Trump in November
New York, NY— Democratic presidential candidate Mike Bloomberg today launched a new microsite, We Can't Let Trump Win, that focuses on the damage President Trump is doing to our country and the general election campaign he's been waging since he took office. The site features a new video reminding voters that the Bloomberg campaign's strategy is to run a national campaign, focusing on the states where the general election will be decided.
""We can't afford to wait to start campaigning in the rest of the country,"" a voter says in the ""How We Win"" video, which will become a part of the digital advertising campaign in Super Tuesday states. ""It's time to think bigger and act bolder.""
As mikebloomberg/2020/beat-trump outlines: ""Donald Trump has waged an uninterrupted re-election campaign since his first day in office. Over the past several years, the Trump campaign and the Republican National Committee have raised hundreds of millions of dollars and they are spending immensely on social media. Trump will soon outpace every current Democratic candidate, except Mike Bloomberg, in cash-on-hand by almost 10 times, with millions more pouring in each day. His impeachment has generated a flurry of donations from loyalists. And unfortunately, recent polls show that major Democratic rivals are falling behind in key battleground states, partly a result of Trump campaign efforts.""
The video will also live on the campaign's YouTube channel.
The Bloomberg 2020 campaign has hired more than 200 staffers in more than 20 states, with expansion plans on the horizon. Just this weekend, Mike met voters and opened field offices in Philadelphia, PA, Detroit, MI, and Milwaukee, WI.
Mike Bloomberg celebrates the opening of the Mike 2020 campaign office in Philadelphia, Pennsylvania on December 21, 2019.
Mike Bloomberg celebrates the opening of the Mike 2020 campaign office in Detroit, Michigan on December 21, 2019.
Mike Bloomberg celebrates the opening of the Mike 2020 campaign office in Milwaukee, Wisconsin on December 21, 2019.
"
Warren Campaign Press Release - Iowa Leaders Endorse Elizabeth Warren for President,2019-12-23T00:00:00+00:00,Elizabeth Warren,/documents/warren-campaign-press-release-iowa-leaders-endorse-elizabeth-warren-for-president,"
West Des Moines, Iowa—The Iowa for Warren campaign today announced endorsements from 21 leaders from across the state, adding to a long list of Iowans committed to supporting Elizabeth Warren and her plans for big, structural change at the Iowa caucuses on Feb. 3.
Among the new endorsers are former state Sens. Jim Riordan and Steve Sovern, former Linn County Supervisor Jean Oxley, and Iowa State University economist Dave Swenson.
""I'm supporting Elizabeth Warren because it's time for a woman in the White House fighting for rights and equality,"" Jean Oxley said. ""Her plans support women in every stage of life—from early childhood to retirement.""
""Elizabeth Warren is a breath of intellectual fresh air,"" Dave Swenson said. ""She's proposing well-grounded and progressive approaches to solving our country's greatest challenges, and offering practical pathways for making those plans a reality.""
The new endorsements follow recent announcements of support from prominent Iowa Democrat John Norris and the Storm Lake Times newspaper.
They join State Treasurer Michael Fitzgerald, former Lieutenant Governor Sally Pederson, state Sens. Joe Bolkcom, Claire Celsi, Eric Giddens, and Zach Wahls, state Reps. Liz Bennett, Tracy Ehlert, Lindsay James, Mary Mascher, Art Staed and Mary Wolfe, more than 75 veterans and military family members, and dozens of local officials and activists who have endorsed Warren's campaign.
The following leaders and activists endorsed Elizabeth this week:

Jim Riordan, former state senator, Waukee
Steve Sovern, former state senator, Cedar Rapids
Jean Oxley, Linn County's first female county supervisor, Cedar Rapids
Jan Corderman, former AFSCME Council 61 president, Pleasant Hill
Laura Bergus, Iowa City councilwoman, Iowa City
Danielle Pettit-Majewski, Washington city councilwoman, Washington
Patricia Schaefer, former Morning Sun mayor, Morning Sun
Kendra Breitsprecher, former Dayton city councilwoman, Dayton
Debi Plum, Fairfield School Board president, Fairfield
Jason Frerichs, Iowa Democratic Party Progressive Caucus vice chairman, Des Moines
Kathy Winter, Osceola County Democrats chairwoman, Sibley
Krissa Mason, former Madison County Democrats chairwoman, Corydon
Anna Plank, founder of statewide Indivisible organization, Iowa City
Dave Swenson, economist, Ames
Nick Bergus, community activist, Iowa City
Paul Deaton, community activist, Solon
Stan Plum, community activist, Fairfield
Annaleah & Michael Moore, community activists, Council Bluffs
Ryan Marquardt, Iowa House candidate, Van Meter
Dr. Laura Jackson, conservation advocate, Cedar Falls

"
Castro Campaign Press Release - Castro Campaign Announces Julián Castro Youth Coalition,2019-12-23T00:00:00+00:00,Julián Castro,/documents/castro-campaign-press-release-castro-campaign-announces-julian-castro-youth-coalition,"
Coalition will work to spotlight important issues and injustices, inspire grassroots support, and empower young community leaders and peers to take action
SAN ANTONIO, TX (December 23, 2019) – On Monday, December 23, the presidential campaign of former Obama Secretary of Housing and Urban Development (HUD) and Mayor of San Antonio, Texas, Julián Castro, announced the Julián Castro Youth Coalition, a group of young leaders from across the country who are committed to fighting for the most vulnerable communities, speaking out on social justice issues, and empowering their communities and peers to take action.
The coalition's founding members include young leaders advocating on issues such gun violence prevention, immigrant rights, environmental justice, and educational equity. The group will host frequent coalition calls, brainstorm campaign travel, highlight issues and injustices, hold grassroots meetings, and recruit other youth leaders across the country.
""I support Julián Castro because of his authentic leadership rooted in understanding the unique needs of communities across our country,"" said Coalition member Marco Dorado. ""He is at the forefront of boldly addressing some of the most pressing issues facing our country in a time when we sorely need leaders to step up to the plate and offer solutions to challenges faced by people across America.""
Thandiwe Abdullah, Coalition member and police brutality activist said, ""I support Julian Castro because he has consistently shown up for black communities targeted by gun violence and has concrete plans to challenge the present and growing threat of police brutality.""
""I have chosen to support Julían due to his genuine commitment to helping end the gun violence epidemic that we are having in this country,"" said Coalition member Ariel Hobbs. It is an issue that affects people all over the country on a daily basis, and for years it has been swept under the rug. For me, Julían is the candidate that I feel truly understands the causes of gun violence. His plan for ending gun violence combined with his other policy stances provide a comprehensive layout that will help end the epidemic.""
""As a DACA recipient myself and someone who aspires to one day serve this country, his resiliency and willingness to continue the fight gives me hope for my future,"" said Coalition member Yazmin Aguilar. ""To me, Julian is the definition of what the American dream.""
Coalition member Aaliyah Joseph said, ""Castro should be the next Presidential nominee because his agenda is an agenda that is empowering Americans that will make this country its most sustainable, equitable, and inclusive self.""
The founding members of the Coalition include:
Marco Dorado ( Immigrant Rights, Economic Opportunity)Carolina Silva ( Education Equity, Immigrant Rights)Maria Yepez ( Immigrant Rights)Yazmin Aguilar ( Immigration and higher education, economic development and social justice)Tatiana Washington ( Gun Violence Prevention)Diego Garcia ( Gun Violence Prevention)Olivia Koulish ( Gun Violence Prevention)Aaliyah Joseph ( Environmental Justice, Racial Equity, Intersectionality)Ariel Hobbs ( Gun Violence Prevention )Thandiwe Abdullah (Police Brutality)Micaela Lattimer (Immigrant Rights)
"
Trump Campaign Statement - Happy Hanukkah from the Trump Campaign,2019-12-22T00:00:00+00:00,Donald J. Trump,/documents/trump-campaign-statement-happy-hanukkah-from-the-trump-campaign,"
ARLINGTON, VA – In observance of Hanukkah, Michael S. Glassner, Chief Operating Officer of Donald J. Trump for President Inc., issued the following statement:
""As we begin the Festival of Lights today, all of us at the Trump Campaign wish our friends of the Jewish faith here and around the world a very Happy Hanukkah. May the Light of the Menorah shine brightly and fill your home with happiness and love during this special holiday. With so much to be grateful for this year, including peace and prosperity like never before, we thank God for all of His blessings. Hanukkah Sameach!""
"
